Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-09-18 00:00:00-04:00,296.0,297.0,292.0,295.5,8787,0.0,0.0
2000-09-25 00:00:00-04:00,297.5,320.0,297.0,320.0,46542,0.0,0.0
2000-10-02 00:00:00-04:00,325.0,325.0,313.0,318.5,29898,0.0,0.0
2000-10-09 00:00:00-04:00,317.5,331.5,316.5,320.0,39789,0.0,0.0
2000-10-16 00:00:00-04:00,319.5,324.5,308.25,309.0,36577,0.0,0.0
2000-10-23 00:00:00-04:00,306.5,310.0,301.0,309.75,25681,0.0,0.0
2000-10-30 00:00:00-05:00,310.0,319.0,303.0,318.75,26307,0.0,0.0
2000-11-06 00:00:00-05:00,320.0,320.0,307.0,307.75,23409,0.0,0.0
2000-11-13 00:00:00-05:00,307.5,311.0,306.0,309.5,25386,0.0,0.0
2000-11-20 00:00:00-05:00,310.5,318.5,307.75,318.25,22059,0.0,0.0
2000-11-27 00:00:00-05:00,319.0,319.0,305.0,312.0,26608,0.0,0.0
2000-12-04 00:00:00-05:00,311.75,313.0,302.0,307.0,3074,0.0,0.0
2000-12-11 00:00:00-05:00,307.5,307.5,298.5,298.5,71,0.0,0.0
2000-12-18 00:00:00-05:00,301.0,328.0,301.0,327.5,16528,0.0,0.0
2000-12-25 00:00:00-05:00,327.0,330.0,321.75,330.0,14175,0.0,0.0
2001-01-01 00:00:00-05:00,329.0,332.0,324.25,331.5,19798,0.0,0.0
2001-01-08 00:00:00-05:00,330.0,340.0,327.25,337.5,36953,0.0,0.0
2001-01-15 00:00:00-05:00,334.0,335.5,330.5,332.5,17045,0.0,0.0
2001-01-22 00:00:00-05:00,331.5,334.0,325.0,325.0,31543,0.0,0.0
2001-01-29 00:00:00-05:00,320.0,322.0,313.0,318.5,24635,0.0,0.0
2001-02-05 00:00:00-05:00,318.0,318.25,311.5,312.0,21244,0.0,0.0
2001-02-12 00:00:00-05:00,311.25,313.75,306.25,310.0,27887,0.0,0.0
2001-02-19 00:00:00-05:00,311.0,312.5,305.25,307.0,31668,0.0,0.0
2001-02-26 00:00:00-05:00,307.5,317.5,304.5,316.0,14645,0.0,0.0
2001-03-05 00:00:00-05:00,319.5,321.0,314.75,317.0,742,0.0,0.0
2001-03-12 00:00:00-05:00,320.5,325.5,310.5,310.5,374,0.0,0.0
2001-03-19 00:00:00-05:00,307.5,307.5,303.5,306.75,7169,0.0,0.0
2001-03-26 00:00:00-05:00,309.25,314.0,301.0,301.25,13477,0.0,0.0
2001-04-02 00:00:00-04:00,303.75,312.0,301.5,309.0,14887,0.0,0.0
2001-04-09 00:00:00-04:00,309.5,317.0,302.25,313.25,15410,0.0,0.0
2001-04-16 00:00:00-04:00,320.0,323.0,314.5,319.75,17622,0.0,0.0
2001-04-23 00:00:00-04:00,320.0,332.0,313.0,323.75,23551,0.0,0.0
2001-04-30 00:00:00-04:00,326.0,333.5,319.5,321.75,1823,0.0,0.0
2001-05-07 00:00:00-04:00,322.0,323.0,314.5,323.0,161,0.0,0.0
2001-05-14 00:00:00-04:00,331.5,333.0,323.25,324.0,322,0.0,0.0
2001-05-21 00:00:00-04:00,319.5,323.5,314.0,314.0,30587,0.0,0.0
2001-05-28 00:00:00-04:00,314.0,330.0,312.0,328.25,21813,0.0,0.0
2001-06-04 00:00:00-04:00,326.0,326.5,311.0,317.5,29703,0.0,0.0
2001-06-11 00:00:00-04:00,317.5,320.0,308.0,308.25,31687,0.0,0.0
2001-06-18 00:00:00-04:00,307.0,314.0,301.5,301.75,38821,0.0,0.0
2001-06-25 00:00:00-04:00,300.0,300.75,289.25,293.0,40914,0.0,0.0
2001-07-02 00:00:00-04:00,290.5,300.5,290.0,298.5,690,0.0,0.0
2001-07-09 00:00:00-04:00,297.5,312.0,295.75,311.5,106,0.0,0.0
2001-07-16 00:00:00-04:00,308.0,316.0,304.0,306.0,2959,0.0,0.0
2001-07-23 00:00:00-04:00,311.25,317.5,309.0,310.25,20849,0.0,0.0
2001-07-30 00:00:00-04:00,308.5,308.5,297.5,297.5,22572,0.0,0.0
2001-08-06 00:00:00-04:00,297.5,306.0,296.25,300.75,16750,0.0,0.0
2001-08-13 00:00:00-04:00,300.5,302.0,291.75,296.75,23131,0.0,0.0
2001-08-20 00:00:00-04:00,292.5,303.5,292.0,300.5,25779,0.0,0.0
2001-08-27 00:00:00-04:00,297.5,301.0,294.5,299.0,26408,0.0,0.0
2001-09-03 00:00:00-04:00,298.0,298.25,289.5,290.0,1305,0.0,0.0
