Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-11-01 00:00:00-05:00,306.5,320.0,305.0,309.0,114654,0.0,0.0
2000-12-01 00:00:00-05:00,309.0,330.0,298.5,330.0,34699,0.0,0.0
2001-01-01 00:00:00-05:00,329.0,340.0,313.0,318.25,122622,0.0,0.0
2001-02-01 00:00:00-05:00,317.0,319.5,304.5,311.25,101874,0.0,0.0
2001-03-01 00:00:00-05:00,315.5,325.5,301.0,301.25,22684,0.0,0.0
2001-05-01 00:00:00-04:00,332.0,333.5,312.0,323.5,48724,0.0,0.0
2001-06-01 00:00:00-04:00,326.75,330.0,289.25,293.0,146138,0.0,0.0
2001-08-01 00:00:00-04:00,305.5,308.0,291.75,299.0,105826,0.0,0.0
2001-09-01 00:00:00-04:00,298.0,298.25,281.0,292.5,36548,0.0,0.0
2001-10-01 00:00:00-04:00,290.5,302.0,279.5,301.5,108392,0.0,0.0
2001-11-01 00:00:00-05:00,300.0,300.25,280.0,286.25,103671,0.0,0.0
2001-12-01 00:00:00-05:00,286.0,289.0,271.5,284.0,24730,0.0,0.0
2002-01-01 00:00:00-05:00,283.5,297.5,281.0,285.5,112593,0.0,0.0
2002-02-01 00:00:00-05:00,286.0,291.0,276.5,276.75,97080,0.0,0.0
2002-03-01 00:00:00-05:00,277.0,300.0,273.5,290.0,41649,0.0,0.0
2002-04-01 00:00:00-05:00,289.0,300.0,271.25,274.0,89045,0.0,0.0
2002-05-01 00:00:00-04:00,275.0,293.75,272.25,293.0,46144,0.0,0.0
2002-06-01 00:00:00-04:00,294.5,325.0,292.5,322.5,127310,0.0,0.0
2002-07-01 00:00:00-04:00,325.0,372.0,325.0,368.5,49248,0.0,0.0
2002-08-01 00:00:00-04:00,375.0,425.0,369.0,423.0,93062,0.0,0.0
2002-10-01 00:00:00-04:00,476.0,487.0,450.0,463.5,148843,0.0,0.0
2002-11-01 00:00:00-05:00,462.0,475.0,396.0,432.75,110140,0.0,0.0
2003-01-01 00:00:00-05:00,358.0,370.75,332.5,356.25,99598,0.0,0.0
2003-02-01 00:00:00-05:00,355.0,365.0,338.5,341.0,82558,0.0,0.0
2003-03-01 00:00:00-05:00,343.0,360.0,312.25,320.75,23275,0.0,0.0
2003-04-01 00:00:00-05:00,320.75,327.25,315.0,321.5,59257,0.0,0.0
2003-05-01 00:00:00-04:00,321.0,375.0,320.0,327.25,46450,0.0,0.0
2003-07-01 00:00:00-04:00,299.0,343.0,294.5,342.25,65154,0.0,0.0
2003-08-01 00:00:00-04:00,343.25,392.5,342.0,365.25,126031,0.0,0.0
2003-09-01 00:00:00-04:00,361.0,362.5,331.5,356.75,49642,0.0,0.0
2003-10-01 00:00:00-04:00,356.0,379.0,326.0,366.75,157334,0.0,0.0
2003-11-01 00:00:00-05:00,366.5,406.0,358.5,405.0,127857,0.0,0.0
2003-12-01 00:00:00-05:00,406.0,420.5,366.0,384.75,50315,0.0,0.0
2004-01-01 00:00:00-05:00,390.75,414.0,384.0,396.5,144350,0.0,0.0
2004-03-01 00:00:00-05:00,384.0,431.0,362.0,412.5,50787,0.0,0.0
2004-04-01 00:00:00-05:00,411.5,430.0,377.0,394.0,94874,0.0,0.0
2004-05-01 00:00:00-04:00,394.0,420.0,377.0,383.0,46328,0.0,0.0
2004-06-01 00:00:00-04:00,393.0,410.0,352.0,358.5,130430,0.0,0.0
2004-07-01 00:00:00-04:00,357.0,378.0,333.0,333.75,56578,0.0,0.0
2004-09-01 00:00:00-04:00,328.0,367.0,320.0,336.75,86944,0.0,0.0
2004-10-01 00:00:00-04:00,334.5,354.0,328.25,347.0,112590,0.0,0.0
2004-11-01 00:00:00-05:00,344.0,362.5,335.25,341.0,150656,0.0,0.0
2004-12-01 00:00:00-05:00,341.0,360.5,333.25,338.0,3705,0.0,0.0
2005-01-01 00:00:00-05:00,329.5,344.0,323.0,325.5,605,0.0,0.0
2005-02-01 00:00:00-05:00,326.75,365.0,322.25,368.0,671,0.0,0.0
2005-03-01 00:00:00-05:00,360.0,377.0,338.5,338.0,547,0.0,0.0
2005-04-01 00:00:00-05:00,337.0,343.0,312.75,341.0,343,0.0,0.0
2005-06-01 00:00:00-04:00,336.5,342.75,315.25,328.0,1976,0.0,0.0
2005-07-01 00:00:00-04:00,329.5,353.0,329.0,339.25,1599,0.0,0.0
2005-08-01 00:00:00-04:00,339.5,355.0,333.75,343.0,1190,0.0,0.0
2005-09-01 00:00:00-04:00,340.5,380.25,336.0,380.25,689,0.0,0.0
2005-10-01 00:00:00-04:00,379.25,388.25,365.5,371.25,1428,0.0,0.0
2005-11-01 00:00:00-05:00,371.0,374.75,345.0,369.0,771,0.0,0.0
2005-12-01 00:00:00-05:00,370.75,389.25,351.0,387.0,1315,0.0,0.0
2006-02-01 00:00:00-05:00,396.75,443.0,392.5,439.0,1662,0.0,0.0
2006-03-01 00:00:00-05:00,433.0,447.0,397.75,418.5,1476,0.0,0.0
2006-04-01 00:00:00-05:00,416.25,463.25,413.0,429.75,2102,0.0,0.0
2006-05-01 00:00:00-04:00,429.0,520.5,428.0,487.75,6100,0.0,0.0
2006-06-01 00:00:00-04:00,488.0,500.0,460.25,499.75,2908,0.0,0.0
2006-07-01 00:00:00-04:00,499.75,517.0,479.0,492.75,2193,0.0,0.0
2006-08-01 00:00:00-04:00,492.0,492.25,440.25,475.75,12276,0.0,0.0
2006-09-01 00:00:00-04:00,473.0,501.75,448.0,496.0,23272,0.0,0.0
2006-11-01 00:00:00-05:00,517.25,540.0,504.0,534.0,24593,0.0,0.0
2006-12-01 00:00:00-05:00,532.0,532.0,495.75,509.75,13602,0.0,0.0
2007-01-01 00:00:00-05:00,506.5,511.25,467.5,488.75,41385,0.0,0.0
2007-02-01 00:00:00-05:00,489.0,515.0,474.75,516.0,28906,0.0,0.0
2007-03-01 00:00:00-05:00,512.0,512.0,442.25,456.5,31426,0.0,0.0
2007-05-01 00:00:00-04:00,475.0,512.25,461.75,504.0,31678,0.0,0.0
2007-06-01 00:00:00-04:00,505.25,627.75,500.5,596.5,71712,0.0,0.0
2007-08-01 00:00:00-04:00,629.0,730.0,617.0,721.0,82886,0.0,0.0
2007-09-01 00:00:00-04:00,735.0,949.5,735.0,929.25,58098,0.0,0.0
